onset	duration	trial_type	accuracy	response_time	stimA	stimB	stimC	match_posit
4.0	4.91	Unrelated	1	2.409	gravel	pants	turkey	n/a
8.91	4.91	Related	1	1.762	driver	silent	quiet	2.0
13.82	4.91	Related	1	1.324	tag	sock	shoe	2.0
18.73	4.91	Unrelated	1	1.586	able	mother	party	n/a
23.64	4.91	Related	1	1.287	throw	weapon	catch	1.0
28.55	4.91	Related	1	1.51	tablet	seafood	shrimp	2.0
33.46	4.91	Related	1	1.24	question	behind	answer	1.0
38.37	4.91	Unrelated	1	1.485	club	paid	thinking	n/a
43.28	4.91	Related	1	1.223	syrup	flown	pancakes	1.0
48.19	4.91	Unrelated	1	1.844	nursery	curtain	roar	n/a
57.1	4.91	control	1	0.843	\ /	/ \	\ /	1.0
62.01	4.91	control	1	1.058	\ /	/ \	/ \	2.0
66.92	4.91	control	1	1.245	\ \	\ /	/ \	n/a
71.83	4.91	control	1	1.01	/ /	/ \	/ /	1.0
76.74	4.91	control	1	1.063	\ /	/ \	/ /	n/a
81.65	4.91	control	1	1.092	/ \	/ /	\ /	n/a
86.56	4.91	control	1	1.045	\ \	\ /	\ \	1.0
91.47	4.91	control	1	0.88	/ /	/ \	\ \	n/a
96.38	4.91	control	1	1.126	/ /	/ \	/ \	2.0
101.29	4.91	control	1	1.203	\ \	\ /	\ /	2.0
110.2	4.91	Related	1	1.253	dog	vote	cat	1.0
115.11	4.91	Related	1	1.218	razor	drag	blade	1.0
120.02	4.91	Unrelated	1	1.428	choppy	bandit	thorn	n/a
124.93	4.91	Related	1	1.185	finish	recall	end	1.0
129.84	4.91	Unrelated	1	1.505	chunk	hoof	stitch	n/a
134.75	4.91	Unrelated	1	1.622	roller	kettle	chalk	n/a
139.66	4.91	Related	0	1.758	peanut	oyster	clam	2.0
144.57	4.91	Unrelated	1	1.444	stream	guy	rear	n/a
149.48	4.91	Related	1	1.341	priest	sketch	draw	2.0
154.39	4.91	Related	1	1.157	stinging	washer	dryer	2.0
163.3	4.91	control	1	1.048	\ \	/ /	/ \	n/a
168.21	4.91	control	1	1.044	\ /	\ \	\ \	2.0
173.12	4.91	control	1	1.592	\ /	\ \	\ /	1.0
178.03	4.91	control	1	0.892	/ /	\ \	\ /	n/a
182.94	4.91	control	1	0.953	/ /	\ \	\ \	2.0
187.85	4.91	control	1	0.903	/ \	/ /	/ /	2.0
192.76	4.91	control	1	0.983	/ /	\ \	/ /	1.0
197.67	4.91	control	1	1.113	/ \	/ /	/ \	1.0
202.58	4.91	control	1	0.928	/ \	\ \	/ /	n/a
207.49	4.91	control	1	1.076	\ /	/ /	/ \	n/a
216.4	4.91	Related	1	1.15	tenth	circus	clown	2.0
221.31	4.91	Unrelated	1	1.184	blanket	cried	split	n/a
226.22	4.91	Related	1	1.127	dipping	smudge	smear	2.0
231.13	4.91	Unrelated	1	1.44	wing	hunter	lemon	n/a
236.04	4.91	Related	1	1.243	rib	jello	pudding	2.0
240.95	4.91	Related	1	1.869	server	flashy	waiter	1.0
245.86	4.91	Related	1	1.132	dime	fuss	nickel	1.0
250.77	4.91	Unrelated	1	1.335	pillow	bounce	grinding	n/a
