onset	duration	trial_type	accuracy	response_time	stimA	stimB	stimC	match_posit
4.0	4.91	O-P-	1	0.861	spies	rasp	drown	n/a
8.91	4.91	O-P-	1	0.98	harp	cruised	runt	n/a
13.82	4.91	O+P+	1	0.867	slave	hard	yard	2.0
18.73	4.91	O-P+	1	0.754	click	psalm	prom	n/a
23.64	4.91	O-P+	1	1.394	white	guilt	height	n/a
28.55	4.91	O+P+	1	0.863	temple	spend	tend	2.0
33.46	4.91	O-P-	1	0.752	lust	junk	bats	n/a
38.37	4.91	O+P+	1	1.203	team	pure	dream	1.0
43.28	4.91	O-P-	1	0.723	stack	castle	mint	n/a
48.19	4.91	O-P+	1	1.928	half	flag	graph	n/a
57.1	4.91	control	1	0.815	\ \	\ /	\ /	2.0
62.01	4.91	control	1	0.788	\ /	/ \	/ \	2.0
66.92	4.91	control	1	1.138	/ /	/ \	\ \	n/a
71.83	4.91	control	1	0.846	/ /	/ \	/ /	1.0
76.74	4.91	control	1	0.96	\ \	\ /	/ \	n/a
81.65	4.91	control	1	0.978	\ /	/ \	\ /	1.0
86.56	4.91	control	1	1.864	\ /	/ \	/ /	n/a
91.47	4.91	control	1	0.834	/ /	/ \	/ \	2.0
96.38	4.91	control	1	0.867	/ \	/ /	\ /	n/a
101.29	4.91	control	1	1.111	\ \	\ /	\ \	1.0
110.2	4.91	O-P-	1	0.806	dung	squirm	cramp	n/a
115.11	4.91	O+P+	1	0.759	fool	cash	tool	1.0
120.02	4.91	O-P+	1	1.045	dense	crowned	hound	n/a
124.93	4.91	O-P+	1	0.821	mime	smash	rhyme	n/a
129.84	4.91	O+P+	1	0.845	ample	purse	nurse	2.0
134.75	4.91	O-P-	1	0.89	smooth	beard	uncle	n/a
139.66	4.91	O-P-	1	0.901	mold	twice	jack	n/a
144.57	4.91	O+P+	1	1.434	start	mind	part	1.0
149.48	4.91	O-P-	1	0.955	cracked	bunch	boots	n/a
154.39	4.91	O-P+	1	1.706	check	prize	rise	n/a
163.3	4.91	control	1	0.912	\ \	/ /	/ \	n/a
168.21	4.91	control	1	1.737	\ /	\ \	\ \	2.0
173.12	4.91	control	1	0.728	/ /	\ \	\ /	n/a
178.03	4.91	control	1	0.902	\ /	/ /	/ \	n/a
182.94	4.91	control	1	0.887	/ /	\ \	\ \	2.0
187.85	4.91	control	1	0.927	\ /	\ \	\ /	1.0
192.76	4.91	control	1	0.94	/ \	\ \	/ /	n/a
197.67	4.91	control	1	1.186	/ /	\ \	/ /	1.0
202.58	4.91	control	1	0.849	/ \	/ /	/ /	2.0
207.49	4.91	control	1	1.013	/ \	/ /	/ \	1.0
216.4	4.91	O-P+	1	1.309	duct	fused	bruised	n/a
221.31	4.91	O-P+	1	0.936	skim	blur	gym	n/a
226.22	4.91	O+P+	1	1.005	sawed	puke	flawed	1.0
231.13	4.91	O-P-	1	1.079	slash	zoos	snag	n/a
236.04	4.91	O-P-	1	0.894	groove	dwarf	lint	n/a
240.95	4.91	O+P+	1	0.871	stamp	glaze	blaze	2.0
245.86	4.91	O-P-	1	0.748	trust	blame	wind	n/a
250.77	4.91	O+P+	1	0.895	harm	lift	swift	2.0
255.68	4.91	O-P+	1	1.614	planned	sludge	bland	n/a
260.59	4.91	O-P-	1	1.013	racks	skit	tripe	n/a
269.5	4.91	control	1	0.758	/ \	\ \	\ \	2.0
274.41	4.91	control	1	0.841	/ /	\ /	/ \	n/a
279.32	4.91	control	1	1.081	/ /	/ \	\ \	n/a
284.23	4.91	control	1	0.896	\ \	/ /	\ \	1.0
289.14	4.91	control	1	0.92	\ /	/ \	/ /	n/a
294.05	4.91	control	1	0.82	/ /	\ /	\ /	2.0
298.96	4.91	control	1	0.738	/ /	\ /	/ /	1.0
303.87	4.91	control	1	1.513	\ \	/ \	/ /	n/a
308.78	4.91	control	1	0.679	\ \	/ /	/ /	2.0
313.69	4.91	control	1	0.805	/ \	\ \	/ \	1.0
322.6	4.91	O-P-	1	0.738	climb	spit	scar	n/a
327.51	4.91	O-P-	1	0.786	boost	woke	dutch	n/a
332.42	4.91	O+P+	1	1.104	gland	price	stand	1.0
337.33	4.91	O-P-	1	1.285	burnt	quack	barge	n/a
342.24	4.91	O+P+	1	1.249	dunk	spoof	flunk	1.0
347.15	4.91	O-P+	1	1.831	your	they	more	n/a
352.06	4.91	O-P+	1	1.107	gulp	groom	womb	n/a
356.97	4.91	O+P+	1	0.894	shell	blade	shade	2.0
361.88	4.91	O-P+	1	1.128	flick	fraud	thawed	n/a
366.79	4.91	O-P-	1	0.872	lies	gable	mall	n/a
375.7	4.91	control	1	0.743	\ \	\ /	/ \	n/a
380.61	4.91	control	1	0.581	/ /	\ \	\ /	n/a
385.52	4.91	control	1	1.105	/ \	\ /	\ /	2.0
390.43	4.91	control	1	0.747	\ \	/ \	/ \	2.0
395.34	4.91	control	1	1.774	\ \	/ /	\ /	n/a
400.25	4.91	control	1	1.093	/ \	\ /	/ \	1.0
405.16	4.91	control	1	1.191	\ \	/ \	\ \	1.0
410.07	4.91	control	1	0.903	\ /	/ /	/ /	2.0
414.98	4.91	control	1	0.844	/ \	/ /	\ /	n/a
419.89	4.91	control	1	0.866	\ /	/ /	\ /	1.0
428.8	4.91	O-P+	1	0.669	strewn	deem	swoon	n/a
433.71	4.91	O-P-	1	1.373	shore	maybe	heart	n/a
438.62	4.91	O+P+	1	0.648	pray	bloom	gloom	2.0
443.53	4.91	O-P+	0	1.577	plea	hatch	spree	n/a
448.44	4.91	O+P+	1	0.781	plump	twitch	stitch	2.0
453.35	4.91	O-P-	1	0.707	snows	pouch	clam	n/a
458.26	4.91	O-P-	1	0.721	knock	burn	grab	n/a
463.17	4.91	O+P+	1	1.16	snail	mask	frail	1.0
468.08	4.91	O-P+	1	1.038	male	mean	queen	n/a
472.99	4.91	O-P-	1	1.241	coach	tooth	rank	n/a
481.9	4.91	control	1	0.996	/ /	\ /	\ \	n/a
486.81	4.91	control	1	0.72	\ /	\ \	\ \	2.0
491.72	4.91	control	1	0.747	/ \	\ \	/ /	n/a
496.63	4.91	control	1	0.812	\ \	\ /	\ \	1.0
501.54	4.91	control	1	0.676	/ \	/ /	/ /	2.0
506.45	4.91	control	1	0.729	\ \	/ \	\ /	n/a
511.36	4.91	control	1	1.098	/ /	/ \	/ /	1.0
516.27	4.91	control	1	0.767	\ /	/ /	\ \	n/a
521.18	4.91	control	1	0.798	\ \	/ \	/ \	2.0
526.09	4.91	control	1	0.814	/ \	\ \	/ \	1.0
