onset	duration	trial_type	accuracy	response_time	stimA	stimB	stimC	match_posit
4.0	4.93	O-P+	1	1.632	youth	bridge	truth	n/a
8.93	4.93	O-P+	1	1.848	june	term	firm	n/a
13.86	4.93	O+P+	1	1.539	hold	plant	cold	1.0
18.79	4.93	O-P-	1	1.359	client	flung	trick	n/a
23.72	4.93	O+P+	1	1.947	slept	cone	bone	2.0
28.65	4.93	O-P-	1	1.479	fight	look	show	n/a
33.58	4.93	O-P-	1	1.833	yelp	stirred	hilt	n/a
38.51	4.93	O+P+	1	1.129	wife	west	best	2.0
43.44	4.93	O-P-	1	1.758	flown	weave	latch	n/a
48.37	4.93	O-P+	1	2.095	beak	lance	sleek	n/a
57.3	4.85	control	1	0.852	500	700	700	2.0
62.15	4.85	control	1	0.972	300	700	700	2.0
67.0	4.85	control	1	1.331	300	500	700	n/a
71.85	4.85	control	1	1.813	300	500	300	1.0
76.7	4.85	control	0	1.116	500	300	700	n/a
81.55	4.85	control	1	0.771	700	300	700	1.0
86.4	4.85	control	1	1.143	500	700	300	n/a
91.25	4.85	control	1	0.997	500	300	300	2.0
96.1	4.85	control	1	1.424	700	300	500	n/a
100.95	4.85	control	0	1.631	700	500	700	1.0
109.8	4.93	O-P+	0	2.312	toys	lore	poise	n/a
114.73	4.93	O-P-	1	1.976	layer	scream	snap	n/a
119.66	4.93	O+P+	1	1.018	park	corn	born	2.0
124.59	4.93	O-P+	1	2.024	snug	froze	blows	n/a
129.52	4.93	O-P-	1	1.874	healed	reek	fling	n/a
134.45	4.93	O+P+	0	2.54	scanned	brisk	tanned	1.0
139.38	4.93	O-P+	1	2.251	slab	stew	glue	n/a
144.31	4.93	O+P+	1	1.078	hurled	slouch	curled	1.0
149.24	4.93	O-P-	1	1.387	strayed	pawn	carve	n/a
154.17	4.93	O-P-	1	1.153	toil	shrunk	hoist	n/a
163.1	4.85	control	1	1.055	700	500	300	n/a
167.95	4.85	control	1	0.867	700	300	300	2.0
172.8	4.85	control	1	1.586	500	300	700	n/a
177.65	4.85	control	0	1.0	700	300	500	n/a
182.5	4.85	control	1	0.86	300	500	500	2.0
187.35	4.85	control	1	1.363	300	700	300	1.0
192.2	4.85	control	1	1.305	300	700	500	n/a
197.05	4.85	control	0	1.249	500	300	500	1.0
201.9	4.85	control	1	1.082	700	500	500	2.0
206.75	4.85	control	1	1.121	500	700	500	1.0
215.6	4.93	O-P-	1	0.994	plum	wince	hick	n/a
220.53	4.93	O-P+	1	2.307	left	style	while	n/a
225.46	4.93	O+P+	1	1.859	thud	boom	stud	1.0
230.39	4.93	O-P+	1	2.033	lord	rush	ward	n/a
235.32	4.93	O-P+	1	2.213	line	fast	sign	n/a
240.25	4.93	O+P+	1	0.974	built	vote	note	2.0
245.18	4.93	O-P-	1	1.516	whim	skies	plush	n/a
