onset	duration	trial_type	accuracy	response_time	stimA	stimB	stimC	match_posit
4.0	4.91	O-P-	0	n/a	spies	rasp	drown	n/a
8.91	4.91	O-P-	1	1.303	harp	cruised	runt	n/a
13.82	4.91	O+P+	1	1.393	slave	hard	yard	2.0
18.73	4.91	O-P+	1	2.353	click	psalm	prom	n/a
23.64	4.91	O-P+	1	2.507	white	guilt	height	n/a
28.55	4.91	O+P+	1	1.181	temple	spend	tend	2.0
33.46	4.91	O-P-	1	1.233	lust	junk	bats	n/a
38.37	4.91	O+P+	1	2.568	team	pure	dream	1.0
43.28	4.91	O-P-	1	1.778	stack	castle	mint	n/a
48.19	4.91	O-P+	1	2.197	half	flag	graph	n/a
57.1	4.91	control	1	1.183	\ \	\ /	\ /	2.0
62.01	4.91	control	1	1.26	\ /	/ \	/ \	2.0
66.92	4.91	control	1	1.254	/ /	/ \	\ \	n/a
71.83	4.91	control	1	1.262	/ /	/ \	/ /	1.0
76.74	4.91	control	1	1.279	\ \	\ /	/ \	n/a
81.65	4.91	control	1	1.162	\ /	/ \	\ /	1.0
86.56	4.91	control	1	1.475	\ /	/ \	/ /	n/a
91.47	4.91	control	1	1.485	/ /	/ \	/ \	2.0
96.38	4.91	control	1	1.183	/ \	/ /	\ /	n/a
101.29	4.91	control	1	1.133	\ \	\ /	\ \	1.0
110.2	4.91	O-P-	1	1.102	dung	squirm	cramp	n/a
115.11	4.91	O+P+	1	1.308	fool	cash	tool	1.0
120.02	4.91	O-P+	1	1.372	dense	crowned	hound	n/a
124.93	4.91	O-P+	1	2.409	mime	smash	rhyme	n/a
129.84	4.91	O+P+	1	1.285	ample	purse	nurse	2.0
134.75	4.91	O-P-	1	1.254	smooth	beard	uncle	n/a
139.66	4.91	O-P-	1	1.585	mold	twice	jack	n/a
144.57	4.91	O+P+	0	1.627	start	mind	part	1.0
149.48	4.91	O-P-	1	1.265	cracked	bunch	boots	n/a
154.39	4.91	O-P+	1	2.566	check	prize	rise	n/a
163.3	4.91	control	1	0.927	\ \	/ /	/ \	n/a
168.21	4.91	control	1	1.481	\ /	\ \	\ \	2.0
173.12	4.91	control	1	1.2	/ /	\ \	\ /	n/a
178.03	4.91	control	1	1.034	\ /	/ /	/ \	n/a
182.94	4.91	control	1	2.049	/ /	\ \	\ \	2.0
187.85	4.91	control	0	n/a	\ /	\ \	\ /	1.0
192.76	4.91	control	1	1.104	/ \	\ \	/ /	n/a
197.67	4.91	control	1	1.033	/ /	\ \	/ /	1.0
