onset	duration	trial_type	accuracy	response_time	stimA	stimB	stimC	match_posit
4.0	4.91	Unrelated	1	1.39	gravel	pants	turkey	n/a
8.91	4.91	Related	1	1.316	driver	silent	quiet	2.0
13.82	4.91	Related	1	1.162	tag	sock	shoe	2.0
18.73	4.91	Unrelated	1	1.501	able	mother	party	n/a
23.64	4.91	Related	1	1.508	throw	weapon	catch	1.0
28.55	4.91	Related	1	1.18	tablet	seafood	shrimp	2.0
33.46	4.91	Related	1	1.184	question	behind	answer	1.0
38.37	4.91	Unrelated	1	1.356	club	paid	thinking	n/a
43.28	4.91	Related	1	1.181	syrup	flown	pancakes	1.0
48.19	4.91	Unrelated	1	1.403	nursery	curtain	roar	n/a
57.1	4.91	control	1	1.465	\ /	/ \	\ /	1.0
62.01	4.91	control	1	1.274	\ /	/ \	/ \	2.0
66.92	4.91	control	1	1.154	\ \	\ /	/ \	n/a
71.83	4.91	control	1	1.35	/ /	/ \	/ /	1.0
76.74	4.91	control	1	1.222	\ /	/ \	/ /	n/a
81.65	4.91	control	1	1.503	/ \	/ /	\ /	n/a
86.56	4.91	control	1	1.022	\ \	\ /	\ \	1.0
91.47	4.91	control	1	1.147	/ /	/ \	\ \	n/a
96.38	4.91	control	1	1.689	/ /	/ \	/ \	2.0
101.29	4.91	control	1	1.451	\ \	\ /	\ /	2.0
110.2	4.91	Related	1	1.082	dog	vote	cat	1.0
115.11	4.91	Related	1	1.298	razor	drag	blade	1.0
120.02	4.91	Unrelated	1	1.19	choppy	bandit	thorn	n/a
124.93	4.91	Related	1	1.24	finish	recall	end	1.0
129.84	4.91	Unrelated	1	1.275	chunk	hoof	stitch	n/a
134.75	4.91	Unrelated	1	1.284	roller	kettle	chalk	n/a
139.66	4.91	Related	1	1.779	peanut	oyster	clam	2.0
144.57	4.91	Unrelated	1	1.349	stream	guy	rear	n/a
149.48	4.91	Related	1	1.385	priest	sketch	draw	2.0
154.39	4.91	Related	1	1.343	stinging	washer	dryer	2.0
163.3	4.91	control	1	1.139	\ \	/ /	/ \	n/a
168.21	4.91	control	1	1.427	\ /	\ \	\ \	2.0
173.12	4.91	control	1	1.437	\ /	\ \	\ /	1.0
178.03	4.91	control	0	1.374	/ /	\ \	\ /	n/a
182.94	4.91	control	1	1.168	/ /	\ \	\ \	2.0
187.85	4.91	control	1	1.116	/ \	/ /	/ /	2.0
192.76	4.91	control	1	1.203	/ /	\ \	/ /	1.0
197.67	4.91	control	1	1.066	/ \	/ /	/ \	1.0
202.58	4.91	control	0	1.367	/ \	\ \	/ /	n/a
207.49	4.91	control	1	1.11	\ /	/ /	/ \	n/a
216.4	4.91	Related	1	1.11	tenth	circus	clown	2.0
221.31	4.91	Unrelated	1	1.374	blanket	cried	split	n/a
226.22	4.91	Related	1	1.108	dipping	smudge	smear	2.0
231.13	4.91	Unrelated	1	1.162	wing	hunter	lemon	n/a
236.04	4.91	Related	1	1.359	rib	jello	pudding	2.0
240.95	4.91	Related	1	1.187	server	flashy	waiter	1.0
245.86	4.91	Related	1	1.424	dime	fuss	nickel	1.0
250.77	4.91	Unrelated	1	1.139	pillow	bounce	grinding	n/a
255.68	4.91	Related	1	1.111	left	got	right	1.0
260.59	4.91	Unrelated	1	1.126	cream	pipe	grip	n/a
269.5	4.91	control	1	1.07	/ \	\ \	\ \	2.0
274.41	4.91	control	1	1.128	/ /	\ /	/ \	n/a
279.32	4.91	control	0	1.172	/ /	/ \	\ \	n/a
284.23	4.91	control	1	1.097	\ \	/ /	\ \	1.0
289.14	4.91	control	1	1.121	\ \	/ /	/ /	2.0
294.05	4.91	control	1	1.183	/ /	\ /	\ /	2.0
298.96	4.91	control	1	1.613	\ /	/ \	/ /	n/a
303.87	4.91	control	1	1.121	/ \	\ \	/ \	1.0
308.78	4.91	control	1	1.104	/ /	\ /	/ /	1.0
313.69	4.91	control	1	1.112	\ \	/ \	/ /	n/a
322.6	4.91	Related	1	1.069	yours	arrive	mine	1.0
327.51	4.91	Unrelated	1	1.367	took	system	head	n/a
332.42	4.91	Related	1	1.132	how	little	big	2.0
337.33	4.91	Unrelated	1	1.146	scar	mister	tunnel	n/a
342.24	4.91	Unrelated	1	1.142	rich	store	pointed	n/a
347.15	4.91	Related	1	1.273	angle	achieve	goal	2.0
352.06	4.91	Related	1	1.182	racket	stealth	tennis	1.0
356.97	4.91	Unrelated	1	1.413	tangle	pretend	barker	n/a
361.88	4.91	Related	1	1.218	glue	lifting	sticky	1.0
366.79	4.91	Related	1	1.149	bush	thunder	lightning	2.0
375.7	4.91	control	1	1.125	\ \	\ /	/ \	n/a
380.61	4.91	control	1	1.122	/ \	\ /	\ /	2.0
385.52	4.91	control	1	1.118	/ \	/ /	\ /	n/a
390.43	4.91	control	1	1.146	\ /	/ /	\ /	1.0
395.34	4.91	control	1	1.345	\ \	/ \	/ \	2.0
400.25	4.91	control	1	1.283	\ \	/ /	\ /	n/a
405.16	4.91	control	1	1.045	\ \	/ \	\ \	1.0
410.07	4.91	control	1	1.16	/ \	\ /	/ \	1.0
414.98	4.91	control	1	1.149	\ /	/ /	/ /	2.0
419.89	4.91	control	1	1.135	/ /	\ \	\ /	n/a
428.8	4.91	Related	1	1.089	lend	instinct	borrow	1.0
433.71	4.91	Unrelated	1	1.142	hearing	formed	bottle	n/a
438.62	4.91	Related	1	1.16	mask	cheese	cracker	2.0
443.53	4.91	Related	1	1.22	plenty	motion	movement	2.0
448.44	4.91	Related	1	1.176	cow	silver	gold	2.0
453.35	4.91	Unrelated	1	1.18	tilting	jewel	moan	n/a
458.26	4.91	Unrelated	1	1.419	corn	pencil	blame	n/a
463.17	4.91	Related	1	1.362	thin	jack	fat	1.0
468.08	4.91	Unrelated	1	1.433	starter	pigeon	gamble	n/a
472.99	4.91	Related	1	1.366	temper	deaf	tantrum	1.0
481.9	4.91	control	1	1.173	/ \	/ /	/ /	2.0
486.81	4.91	control	1	1.172	\ \	/ \	/ \	2.0
491.72	4.91	control	1	1.14	\ \	/ \	\ /	n/a
496.63	4.91	control	1	1.096	/ /	/ \	/ /	1.0
501.54	4.91	control	1	1.105	\ /	\ \	\ \	2.0
506.45	4.91	control	1	1.495	\ /	/ /	\ \	n/a
511.36	4.91	control	1	1.113	/ \	\ \	/ /	n/a
516.27	4.91	control	1	1.48	/ \	\ \	/ \	1.0
521.18	4.91	control	1	1.335	\ \	\ /	\ \	1.0
526.09	4.91	control	1	1.146	/ /	\ /	\ \	n/a
