onset	duration	trial_type	accuracy	response_time	stimA	stimB	stimC	match_posit
4.0	4.91	O-P+	0	1.447	stressed	spittle	jest	1.0
8.91	4.91	O-P-	1	1.043	shows	seep	pledge	n/a
13.82	4.91	O+P+	1	1.042	huddle	stung	rung	2.0
18.73	4.91	O-P-	1	1.136	bath	cope	leads	n/a
23.64	4.91	O-P+	1	0.861	quote	shut	throat	1.0
28.55	4.91	O-P+	1	0.886	dance	curve	serve	2.0
33.46	4.91	O-P-	1	1.132	ought	pace	king	n/a
38.37	4.91	O+P+	1	0.811	free	took	three	1.0
43.28	4.91	O+P+	1	0.941	hoop	weave	heave	2.0
48.19	4.91	O-P-	1	1.366	debt	gaze	grill	n/a
57.1	4.91	control	1	0.955	/ /	/ \	\ \	n/a
62.01	4.91	control	1	1.131	\ \	\ /	/ \	n/a
66.92	4.91	control	1	1.074	/ /	/ \	/ /	1.0
71.83	4.91	control	1	0.957	\ /	/ \	/ /	n/a
76.74	4.91	control	1	0.888	\ \	\ /	\ /	2.0
81.65	4.91	control	1	0.911	\ /	/ \	\ /	1.0
86.56	4.91	control	1	0.853	\ \	\ /	\ \	1.0
91.47	4.91	control	1	1.018	/ /	/ \	/ \	2.0
96.38	4.91	control	1	0.856	\ /	/ \	/ \	2.0
101.29	4.91	control	1	1.184	/ \	/ /	\ /	n/a
110.2	4.91	O+P+	1	0.767	blooms	prank	grooms	1.0
115.11	4.91	O-P-	1	1.315	mild	weep	drag	n/a
120.02	4.91	O-P-	1	1.23	people	girl	what	n/a
124.93	4.91	O+P+	1	0.981	wrong	round	ground	2.0
129.84	4.91	O-P+	1	1.112	clip	weed	plead	2.0
134.75	4.91	O-P-	1	1.182	shine	skip	cute	n/a
139.66	4.91	O-P-	1	1.73	town	gain	five	n/a
144.57	4.91	O-P+	1	1.092	throats	startle	quotes	1.0
149.48	4.91	O+P+	0	1.533	malt	coin	halt	1.0
154.39	4.91	O-P+	1	1.403	broth	sneer	smear	2.0
163.3	4.91	control	1	0.925	/ \	/ /	/ \	1.0
168.21	4.91	control	1	0.915	\ /	\ \	\ \	2.0
173.12	4.91	control	1	0.872	\ /	\ \	\ /	1.0
178.03	4.91	control	1	1.006	/ \	\ \	/ /	n/a
182.94	4.91	control	1	0.942	/ /	\ \	/ /	1.0
187.85	4.91	control	1	0.863	/ /	\ \	\ /	n/a
192.76	4.91	control	1	1.184	/ /	\ \	\ \	2.0
197.67	4.91	control	1	1.2	\ /	/ /	/ \	n/a
202.58	4.91	control	1	0.965	\ \	/ /	/ \	n/a
207.49	4.91	control	1	0.866	/ \	/ /	/ /	2.0
216.4	4.91	O+P+	1	0.958	squash	stacked	hacked	2.0
221.31	4.91	O-P-	1	1.4	wharf	gleam	dell	n/a
226.22	4.91	O+P+	0	1.69	black	fish	track	1.0
231.13	4.91	O+P+	1	1.01	book	floor	door	2.0
236.04	4.91	O-P+	1	1.14	clause	geese	niece	2.0
240.95	4.91	O-P-	1	1.138	blitz	vault	dump	n/a
245.86	4.91	O-P-	1	1.519	trait	vine	trance	n/a
250.77	4.91	O-P+	1	1.257	swirl	knit	pearl	1.0
255.68	4.91	O-P+	1	1.443	touch	than	such	1.0
260.59	4.91	O-P-	1	1.31	glade	clips	scrape	n/a
269.5	4.91	control	1	0.998	/ /	\ /	/ /	1.0
274.41	4.91	control	0	1.094	/ /	/ \	\ \	n/a
279.32	4.91	control	1	1.231	\ \	/ \	/ /	n/a
284.23	4.91	control	1	0.771	/ \	\ \	\ \	2.0
289.14	4.91	control	1	0.973	/ /	\ /	\ /	2.0
294.05	4.91	control	1	1.166	/ /	\ /	/ \	n/a
298.96	4.91	control	1	0.845	\ \	/ /	\ \	1.0
303.87	4.91	control	1	1.11	\ /	/ \	/ /	n/a
308.78	4.91	control	1	1.043	\ \	/ /	/ /	2.0
313.69	4.91	control	1	1.269	/ \	\ \	/ \	1.0
322.6	4.91	O-P-	1	1.156	crop	stall	gulf	n/a
327.51	4.91	O+P+	1	0.841	knee	grass	tree	1.0
332.42	4.91	O+P+	1	1.047	dull	since	prince	2.0
337.33	4.91	O-P-	1	1.496	bleak	mice	dusk	n/a
342.24	4.91	O-P-	1	1.443	math	verb	spire	n/a
347.15	4.91	O+P+	1	1.21	knob	swan	blob	1.0
352.06	4.91	O-P-	1	1.12	pound	path	drop	n/a
356.97	4.91	O-P+	1	1.029	streak	sigh	meek	1.0
361.88	4.91	O-P+	1	1.852	wasp	rinse	mince	2.0
366.79	4.91	O-P+	1	1.051	want	caught	thought	2.0
375.7	4.91	control	1	0.914	/ \	\ /	\ /	2.0
380.61	4.91	control	1	1.27	\ \	\ /	/ \	n/a
385.52	4.91	control	1	0.933	\ /	/ /	/ /	2.0
