onset	duration	trial_type	accuracy	response_time	stimA	stimB	stimC	match_posit
4.0	4.91	O-P+	1	1.754	stressed	spittle	jest	1.0
8.91	4.91	O-P-	1	1.185	shows	seep	pledge	n/a
13.82	4.91	O+P+	1	1.915	huddle	stung	rung	2.0
18.73	4.91	O-P-	1	1.068	bath	cope	leads	n/a
23.64	4.91	O-P+	1	1.252	quote	shut	throat	1.0
28.55	4.91	O-P+	1	1.304	dance	curve	serve	2.0
33.46	4.91	O-P-	1	1.252	ought	pace	king	n/a
38.37	4.91	O+P+	1	1.439	free	took	three	1.0
43.28	4.91	O+P+	1	1.42	hoop	weave	heave	2.0
48.19	4.91	O-P-	1	0.875	debt	gaze	grill	n/a
57.1	4.91	control	0	1.195	/ /	/ \	\ \	n/a
62.01	4.91	control	1	1.544	\ \	\ /	/ \	n/a
66.92	4.91	control	1	1.293	/ /	/ \	/ /	1.0
71.83	4.91	control	1	1.331	\ /	/ \	/ /	n/a
76.74	4.91	control	1	1.754	\ \	\ /	\ /	2.0
81.65	4.91	control	0	1.047	\ /	/ \	\ /	1.0
86.56	4.91	control	1	1.449	\ \	\ /	\ \	1.0
91.47	4.91	control	1	1.721	/ /	/ \	/ \	2.0
96.38	4.91	control	1	1.19	\ /	/ \	/ \	2.0
101.29	4.91	control	1	1.033	/ \	/ /	\ /	n/a
110.2	4.91	O+P+	1	0.874	blooms	prank	grooms	1.0
115.11	4.91	O-P-	1	1.224	mild	weep	drag	n/a
120.02	4.91	O-P-	1	1.713	people	girl	what	n/a
124.93	4.91	O+P+	1	1.485	wrong	round	ground	2.0
129.84	4.91	O-P+	1	1.393	clip	weed	plead	2.0
134.75	4.91	O-P-	1	1.292	shine	skip	cute	n/a
139.66	4.91	O-P-	1	2.675	town	gain	five	n/a
144.57	4.91	O-P+	1	1.309	throats	startle	quotes	1.0
149.48	4.91	O+P+	1	1.69	malt	coin	halt	1.0
154.39	4.91	O-P+	1	1.435	broth	sneer	smear	2.0
163.3	4.91	control	1	1.064	/ \	/ /	/ \	1.0
168.21	4.91	control	1	1.331	\ /	\ \	\ \	2.0
173.12	4.91	control	1	1.027	\ /	\ \	\ /	1.0
178.03	4.91	control	1	1.375	/ \	\ \	/ /	n/a
182.94	4.91	control	1	1.041	/ /	\ \	/ /	1.0
187.85	4.91	control	1	0.984	/ /	\ \	\ /	n/a
192.76	4.91	control	1	1.1	/ /	\ \	\ \	2.0
197.67	4.91	control	1	1.965	\ /	/ /	/ \	n/a
202.58	4.91	control	1	1.746	\ \	/ /	/ \	n/a
207.49	4.91	control	1	1.002	/ \	/ /	/ /	2.0
216.4	4.91	O+P+	1	1.109	squash	stacked	hacked	2.0
221.31	4.91	O-P-	1	1.292	wharf	gleam	dell	n/a
226.22	4.91	O+P+	0	1.583	black	fish	track	1.0
231.13	4.91	O+P+	1	1.54	book	floor	door	2.0
236.04	4.91	O-P+	1	1.986	clause	geese	niece	2.0
240.95	4.91	O-P-	1	1.195	blitz	vault	dump	n/a
245.86	4.91	O-P-	1	2.058	trait	vine	trance	n/a
250.77	4.91	O-P+	1	1.505	swirl	knit	pearl	1.0
255.68	4.91	O-P+	1	1.426	touch	than	such	1.0
260.59	4.91	O-P-	0	1.658	glade	clips	scrape	n/a
269.5	4.91	control	1	0.935	/ /	\ /	/ /	1.0
274.41	4.91	control	1	1.757	/ /	/ \	\ \	n/a
279.32	4.91	control	0	1.45	\ \	/ \	/ /	n/a
284.23	4.91	control	1	1.091	/ \	\ \	\ \	2.0
289.14	4.91	control	1	1.558	/ /	\ /	\ /	2.0
294.05	4.91	control	1	1.161	/ /	\ /	/ \	n/a
298.96	4.91	control	1	1.234	\ \	/ /	\ \	1.0
303.87	4.91	control	1	1.16	\ /	/ \	/ /	n/a
308.78	4.91	control	1	1.072	\ \	/ /	/ /	2.0
313.69	4.91	control	1	2.007	/ \	\ \	/ \	1.0
322.6	4.91	O-P-	1	1.586	crop	stall	gulf	n/a
327.51	4.91	O+P+	1	0.922	knee	grass	tree	1.0
332.42	4.91	O+P+	1	1.242	dull	since	prince	2.0
337.33	4.91	O-P-	1	1.314	bleak	mice	dusk	n/a
342.24	4.91	O-P-	0	1.78	math	verb	spire	n/a
347.15	4.91	O+P+	1	0.973	knob	swan	blob	1.0
352.06	4.91	O-P-	1	1.45	pound	path	drop	n/a
356.97	4.91	O-P+	1	1.306	streak	sigh	meek	1.0
361.88	4.91	O-P+	1	1.677	wasp	rinse	mince	2.0
366.79	4.91	O-P+	1	1.264	want	caught	thought	2.0
375.7	4.91	control	1	0.957	/ \	\ /	\ /	2.0
380.61	4.91	control	1	1.512	\ \	\ /	/ \	n/a
385.52	4.91	control	1	1.15	\ /	/ /	/ /	2.0
390.43	4.91	control	0	0.871	\ \	/ /	\ /	n/a
