onset	duration	trial_type	accuracy	response_time	stimA	stimB	stimC	match_posit
4.0	4.93	Related	1	1.564	unfit	checkers	chess	2.0
8.93	4.93	Unrelated	1	2.372	ready	trade	square	n/a
13.86	4.93	Related	1	1.478	mom	saturn	dad	1.0
18.79	4.93	Related	1	1.518	thankful	algae	fungus	2.0
23.72	4.93	Unrelated	1	1.249	forgave	glide	maiden	n/a
28.65	4.93	Related	1	1.853	quack	ivy	duck	1.0
33.58	4.93	Related	0	1.891	skunk	cuff	stink	1.0
38.51	4.93	Unrelated	1	1.889	gently	tube	ceiling	n/a
43.44	4.93	Unrelated	1	1.298	weep	charcoal	dice	n/a
48.37	4.93	Related	0	1.444	fit	murder	kill	2.0
57.3	4.85	control	1	1.366	700	500	700	1.0
62.15	4.85	control	1	1.522	500	700	700	2.0
67.0	4.85	control	1	1.732	500	700	300	n/a
71.85	4.85	control	1	1.724	300	500	300	1.0
76.7	4.85	control	1	1.626	700	300	500	n/a
81.55	4.85	control	0	2.018	500	300	700	n/a
86.4	4.85	control	1	1.781	700	300	700	1.0
91.25	4.85	control	1	1.828	300	500	700	n/a
96.1	4.85	control	1	1.13	300	700	700	2.0
100.95	4.85	control	1	1.774	500	300	300	2.0
109.8	4.93	Unrelated	1	1.399	dessert	stir	bony	n/a
114.73	4.93	Related	1	1.787	ape	beaver	monkey	1.0
119.66	4.93	Related	1	1.372	rack	cologne	perfume	2.0
124.59	4.93	Unrelated	1	1.646	lion	steam	gap	n/a
129.52	4.93	Related	1	1.574	turn	love	hate	2.0
134.45	4.93	Unrelated	1	1.387	plug	select	belly	n/a
139.38	4.93	Related	1	1.761	dish	fancy	plate	1.0
144.31	4.93	Unrelated	1	1.626	june	lord	oil	n/a
149.24	4.93	Related	1	1.538	sunny	pepper	cloudy	1.0
154.17	4.93	Related	0	1.125	cooling	teach	learn	2.0
163.1	4.85	control	1	2.179	500	300	700	n/a
167.95	4.85	control	1	1.278	300	500	500	2.0
172.8	4.85	control	0	1.709	500	300	500	1.0
177.65	4.85	control	1	1.865	700	500	300	n/a
182.5	4.85	control	1	1.686	700	500	500	2.0
187.35	4.85	control	1	1.506	700	300	300	2.0
192.2	4.85	control	1	1.483	500	700	500	1.0
197.05	4.85	control	1	1.645	300	700	300	1.0
201.9	4.85	control	1	1.646	700	300	500	n/a
206.75	4.85	control	1	1.851	300	700	500	n/a
215.6	4.93	Unrelated	1	1.813	flow	warm	teaching	n/a
220.53	4.93	Related	1	1.773	earth	sat	ground	1.0
225.46	4.93	Unrelated	1	1.626	drinking	suit	poem	n/a
230.39	4.93	Unrelated	1	1.789	flood	spell	dim	n/a
235.32	4.93	Related	1	1.167	awful	fuel	gas	2.0
240.25	4.93	Related	0	1.792	without	again	repeat	2.0
245.18	4.93	Unrelated	1	1.587	standard	heavy	wish	n/a
250.11	4.93	Related	1	1.569	web	explode	spider	1.0
255.04	4.93	Related	1	1.625	trash	hive	garbage	1.0
259.97	4.93	Related	1	1.577	law	human	person	2.0
268.9	4.85	control	1	1.515	500	300	300	2.0
273.75	4.85	control	1	1.525	300	500	700	n/a
278.6	4.85	control	1	1.419	700	300	500	n/a
283.45	4.85	control	1	1.439	300	500	300	1.0
288.3	4.85	control	1	1.567	300	700	700	2.0
293.15	4.85	control	1	1.671	500	700	700	2.0
298.0	4.85	control	1	1.856	500	700	300	n/a
302.85	4.85	control	1	1.629	700	300	700	1.0
307.7	4.85	control	1	1.621	500	300	700	n/a
312.55	4.85	control	1	1.572	700	500	700	1.0
321.4	4.93	Related	1	1.474	loud	awake	asleep	2.0
326.33	4.93	Unrelated	1	1.844	pirate	shorten	bandage	n/a
331.26	4.93	Related	1	1.449	gather	alike	collect	1.0
336.19	4.93	Related	0	1.629	spread	ship	boat	2.0
341.12	4.93	Unrelated	1	2.163	winking	soak	invent	n/a
346.05	4.93	Unrelated	1	1.5	mop	swan	tug	n/a
350.98	4.93	Related	1	1.237	gang	hide	seek	2.0
