onset	duration	trial_type	accuracy	response_time	stimA	stimB	stimC	match_posit
4.0	4.93	Related	1	1.24	unfit	checkers	chess	2.0
8.93	4.93	Unrelated	1	1.308	ready	trade	square	n/a
13.86	4.93	Related	1	0.949	mom	saturn	dad	1.0
18.79	4.93	Related	1	1.172	thankful	algae	fungus	2.0
23.72	4.93	Unrelated	1	1.006	forgave	glide	maiden	n/a
28.65	4.93	Related	1	1.101	quack	ivy	duck	1.0
33.58	4.93	Related	1	1.3	skunk	cuff	stink	1.0
38.51	4.93	Unrelated	1	1.619	gently	tube	ceiling	n/a
43.44	4.93	Unrelated	1	1.524	weep	charcoal	dice	n/a
48.37	4.93	Related	1	1.305	fit	murder	kill	2.0
57.3	4.85	control	1	1.106	700	500	700	1.0
62.15	4.85	control	1	1.094	500	700	700	2.0
67.0	4.85	control	1	1.374	500	700	300	n/a
71.85	4.85	control	1	1.164	300	500	300	1.0
76.7	4.85	control	1	1.256	700	300	500	n/a
81.55	4.85	control	1	2.393	500	300	700	n/a
86.4	4.85	control	1	1.34	700	300	700	1.0
91.25	4.85	control	1	1.39	300	500	700	n/a
96.1	4.85	control	0	1.504	300	700	700	2.0
100.95	4.85	control	1	1.241	500	300	300	2.0
109.8	4.93	Unrelated	1	1.042	dessert	stir	bony	n/a
114.73	4.93	Related	1	1.048	ape	beaver	monkey	1.0
119.66	4.93	Related	1	1.393	rack	cologne	perfume	2.0
124.59	4.93	Unrelated	1	1.023	lion	steam	gap	n/a
129.52	4.93	Related	1	1.723	turn	love	hate	2.0
134.45	4.93	Unrelated	1	1.863	plug	select	belly	n/a
139.38	4.93	Related	1	1.784	dish	fancy	plate	1.0
144.31	4.93	Unrelated	1	2.415	june	lord	oil	n/a
149.24	4.93	Related	1	1.208	sunny	pepper	cloudy	1.0
154.17	4.93	Related	1	1.442	cooling	teach	learn	2.0
163.1	4.85	control	1	1.231	500	300	700	n/a
167.95	4.85	control	1	1.01	300	500	500	2.0
172.8	4.85	control	1	1.272	500	300	500	1.0
177.65	4.85	control	1	1.309	700	500	300	n/a
182.5	4.85	control	1	1.521	700	500	500	2.0
187.35	4.85	control	1	1.281	700	300	300	2.0
192.2	4.85	control	1	1.632	500	700	500	1.0
