onset	duration	trial_type	accuracy	response_time	stimA	stimB	stimC	match_posit
4.0	4.93	O-P+	0	1.333	guide	folk	smoke	2.0
8.93	4.93	O-P-	1	1.327	belt	wave	struck	n/a
13.86	4.93	O-P+	1	1.87	clone	trash	moan	1.0
18.79	4.93	O+P+	1	1.098	bench	lean	dean	2.0
23.72	4.93	O-P+	1	1.205	type	globe	ripe	1.0
28.65	4.93	O-P-	1	1.178	shacks	hinge	tong	n/a
33.58	4.93	O+P+	1	1.18	bond	brass	pond	1.0
38.51	4.93	O+P+	1	0.962	flask	slime	dime	2.0
43.44	4.93	O-P-	1	2.018	hike	lurch	loaf	n/a
48.37	4.93	O-P-	1	1.406	crook	sneeze	stout	n/a
57.3	4.85	control	1	1.341	300	500	700	n/a
62.15	4.85	control	1	1.286	500	700	300	n/a
67.0	4.85	control	1	1.253	300	500	300	1.0
71.85	4.85	control	1	1.058	700	300	500	n/a
76.7	4.85	control	0	1.217	500	300	300	2.0
81.55	4.85	control	1	1.137	700	500	700	1.0
86.4	4.85	control	1	1.654	700	300	700	1.0
91.25	4.85	control	0	2.026	300	700	700	2.0
96.1	4.85	control	1	1.034	500	700	700	2.0
100.95	4.85	control	1	1.954	500	300	700	n/a
109.8	4.93	O-P+	1	0.975	tying	cursed	thirst	2.0
114.73	4.93	O-P+	1	0.843	coil	stomp	swamp	2.0
119.66	4.93	O-P-	1	0.92	crude	damp	cops	n/a
124.59	4.93	O-P-	1	1.304	bound	roof	mark	n/a
129.52	4.93	O+P+	1	1.13	mumble	dressed	messed	2.0
134.45	4.93	O-P-	1	0.959	yours	shame	tube	n/a
139.38	4.93	O-P-	1	1.174	blank	heap	odds	n/a
144.31	4.93	O-P+	1	1.274	force	judge	source	1.0
149.24	4.93	O+P+	1	2.125	stripe	spoil	swipe	1.0
154.17	4.93	O+P+	1	1.147	crutch	chuckle	clutch	1.0
163.1	4.85	control	1	0.847	300	700	300	1.0
167.95	4.85	control	1	1.058	300	500	500	2.0
172.8	4.85	control	1	1.978	300	700	500	n/a
177.65	4.85	control	0	1.023	500	300	500	1.0
182.5	4.85	control	0	1.564	500	700	500	1.0
187.35	4.85	control	1	1.28	700	500	300	n/a
192.2	4.85	control	1	1.26	700	500	500	2.0
197.05	4.85	control	1	1.063	700	300	500	n/a
201.9	4.85	control	1	1.314	500	300	700	n/a
206.75	4.85	control	0	1.612	700	300	300	2.0
215.6	4.93	O+P+	1	1.705	bees	clothe	fees	1.0
220.53	4.93	O-P+	1	1.316	spaced	dangle	chased	1.0
225.46	4.93	O-P-	1	1.159	bull	dice	chuck	n/a
230.39	4.93	O+P+	1	1.16	ring	move	prove	2.0
235.32	4.93	O+P+	1	0.879	scald	ceased	greased	2.0
