onset	duration	trial_type	accuracy	response_time	stimA	stimB	stimC	match_posit
4.0	4.91	Unrelated	1	1.129	gravel	pants	turkey	n/a
8.91	4.91	Related	1	1.296	driver	silent	quiet	2.0
13.82	4.91	Related	1	1.324	tag	sock	shoe	2.0
18.73	4.91	Unrelated	1	1.11	able	mother	party	n/a
23.64	4.91	Related	1	1.783	throw	weapon	catch	1.0
28.55	4.91	Related	1	1.214	tablet	seafood	shrimp	2.0
33.46	4.91	Related	1	1.231	question	behind	answer	1.0
38.37	4.91	Unrelated	1	1.676	club	paid	thinking	n/a
43.28	4.91	Related	1	1.0	syrup	flown	pancakes	1.0
48.19	4.91	Unrelated	1	1.109	nursery	curtain	roar	n/a
57.1	4.91	control	1	1.095	\ /	/ \	\ /	1.0
62.01	4.91	control	1	1.073	\ /	/ \	/ \	2.0
66.92	4.91	control	1	0.947	\ \	\ /	/ \	n/a
71.83	4.91	control	1	0.965	/ /	/ \	/ /	1.0
76.74	4.91	control	1	0.905	\ /	/ \	/ /	n/a
81.65	4.91	control	1	0.996	/ \	/ /	\ /	n/a
86.56	4.91	control	1	0.932	\ \	\ /	\ \	1.0
91.47	4.91	control	1	0.879	/ /	/ \	\ \	n/a
96.38	4.91	control	1	1.164	/ /	/ \	/ \	2.0
101.29	4.91	control	1	1.382	\ \	\ /	\ /	2.0
110.2	4.91	Related	1	0.943	dog	vote	cat	1.0
115.11	4.91	Related	1	1.132	razor	drag	blade	1.0
120.02	4.91	Unrelated	1	1.47	choppy	bandit	thorn	n/a
124.93	4.91	Related	1	1.469	finish	recall	end	1.0
129.84	4.91	Unrelated	1	1.683	chunk	hoof	stitch	n/a
134.75	4.91	Unrelated	1	1.302	roller	kettle	chalk	n/a
139.66	4.91	Related	1	1.164	peanut	oyster	clam	2.0
144.57	4.91	Unrelated	1	1.191	stream	guy	rear	n/a
149.48	4.91	Related	1	1.291	priest	sketch	draw	2.0
154.39	4.91	Related	1	1.338	stinging	washer	dryer	2.0
163.3	4.91	control	1	0.934	\ \	/ /	/ \	n/a
168.21	4.91	control	1	1.15	\ /	\ \	\ \	2.0
173.12	4.91	control	1	1.243	\ /	\ \	\ /	1.0
178.03	4.91	control	1	1.01	/ /	\ \	\ /	n/a
182.94	4.91	control	1	1.132	/ /	\ \	\ \	2.0
187.85	4.91	control	1	1.193	/ \	/ /	/ /	2.0
192.76	4.91	control	1	1.148	/ /	\ \	/ /	1.0
197.67	4.91	control	1	1.016	/ \	/ /	/ \	1.0
202.58	4.91	control	1	1.084	/ \	\ \	/ /	n/a
207.49	4.91	control	1	1.092	\ /	/ /	/ \	n/a
216.4	4.91	Related	1	1.525	tenth	circus	clown	2.0
221.31	4.91	Unrelated	1	1.14	blanket	cried	split	n/a
226.22	4.91	Related	1	1.21	dipping	smudge	smear	2.0
231.13	4.91	Unrelated	1	1.264	wing	hunter	lemon	n/a
236.04	4.91	Related	1	1.161	rib	jello	pudding	2.0
240.95	4.91	Related	1	1.258	server	flashy	waiter	1.0
245.86	4.91	Related	1	1.124	dime	fuss	nickel	1.0
250.77	4.91	Unrelated	1	1.27	pillow	bounce	grinding	n/a
255.68	4.91	Related	1	1.237	left	got	right	1.0
260.59	4.91	Unrelated	1	1.501	cream	pipe	grip	n/a
269.5	4.91	control	1	0.984	/ \	\ \	\ \	2.0
274.41	4.91	control	1	1.006	/ /	\ /	/ \	n/a
279.32	4.91	control	1	1.223	/ /	/ \	\ \	n/a
284.23	4.91	control	1	1.279	\ \	/ /	\ \	1.0
289.14	4.91	control	1	1.064	\ \	/ /	/ /	2.0
294.05	4.91	control	1	1.234	/ /	\ /	\ /	2.0
298.96	4.91	control	1	0.938	\ /	/ \	/ /	n/a
303.87	4.91	control	1	1.11	/ \	\ \	/ \	1.0
308.78	4.91	control	1	1.258	/ /	\ /	/ /	1.0
313.69	4.91	control	1	1.254	\ \	/ \	/ /	n/a
322.6	4.91	Related	1	1.223	yours	arrive	mine	1.0
327.51	4.91	Unrelated	1	0.951	took	system	head	n/a
332.42	4.91	Related	1	1.455	how	little	big	2.0
337.33	4.91	Unrelated	1	1.419	scar	mister	tunnel	n/a
342.24	4.91	Unrelated	1	1.707	rich	store	pointed	n/a
347.15	4.91	Related	1	1.332	angle	achieve	goal	2.0
352.06	4.91	Related	1	1.191	racket	stealth	tennis	1.0
356.97	4.91	Unrelated	1	1.418	tangle	pretend	barker	n/a
361.88	4.91	Related	1	1.385	glue	lifting	sticky	1.0
366.79	4.91	Related	1	1.217	bush	thunder	lightning	2.0
375.7	4.91	control	1	1.143	\ \	\ /	/ \	n/a
380.61	4.91	control	1	1.447	/ \	\ /	\ /	2.0
385.52	4.91	control	1	1.351	/ \	/ /	\ /	n/a
390.43	4.91	control	1	1.023	\ /	/ /	\ /	1.0
395.34	4.91	control	1	1.251	\ \	/ \	/ \	2.0
400.25	4.91	control	1	1.022	\ \	/ /	\ /	n/a
405.16	4.91	control	1	0.804	\ \	/ \	\ \	1.0
410.07	4.91	control	1	0.915	/ \	\ /	/ \	1.0
414.98	4.91	control	1	1.19	\ /	/ /	/ /	2.0
419.89	4.91	control	1	0.923	/ /	\ \	\ /	n/a
428.8	4.91	Related	1	1.236	lend	instinct	borrow	1.0
433.71	4.91	Unrelated	1	1.045	hearing	formed	bottle	n/a
438.62	4.91	Related	1	1.171	mask	cheese	cracker	2.0
443.53	4.91	Related	1	1.578	plenty	motion	movement	2.0
448.44	4.91	Related	1	1.222	cow	silver	gold	2.0
453.35	4.91	Unrelated	1	1.102	tilting	jewel	moan	n/a
