onset	duration	trial_type	accuracy	response_time	stimA	stimB	stimC	match_posit
4.0	4.93	O-P+	1	1.409	youth	bridge	truth	n/a
8.93	4.93	O-P+	1	1.9	june	term	firm	n/a
13.86	4.93	O+P+	1	1.307	hold	plant	cold	1.0
18.79	4.93	O-P-	1	0.867	client	flung	trick	n/a
23.72	4.93	O+P+	1	1.139	slept	cone	bone	2.0
28.65	4.93	O-P-	1	0.975	fight	look	show	n/a
33.58	4.93	O-P-	1	1.322	yelp	stirred	hilt	n/a
38.51	4.93	O+P+	1	1.425	wife	west	best	2.0
43.44	4.93	O-P-	1	1.181	flown	weave	latch	n/a
48.37	4.93	O-P+	1	1.524	beak	lance	sleek	n/a
57.3	4.85	control	1	1.0	500	700	700	2.0
62.15	4.85	control	1	1.505	300	700	700	2.0
67.0	4.85	control	1	0.939	300	500	700	n/a
71.85	4.85	control	1	0.989	300	500	300	1.0
76.7	4.85	control	1	0.877	500	300	700	n/a
81.55	4.85	control	1	0.909	700	300	700	1.0
86.4	4.85	control	1	0.898	500	700	300	n/a
91.25	4.85	control	1	0.95	500	300	300	2.0
96.1	4.85	control	1	0.85	700	300	500	n/a
100.95	4.85	control	1	1.073	700	500	700	1.0
109.8	4.93	O-P+	0	1.409	toys	lore	poise	n/a
114.73	4.93	O-P-	1	0.821	layer	scream	snap	n/a
119.66	4.93	O+P+	1	1.316	park	corn	born	2.0
124.59	4.93	O-P+	1	1.796	snug	froze	blows	n/a
129.52	4.93	O-P-	1	0.766	healed	reek	fling	n/a
134.45	4.93	O+P+	1	1.217	scanned	brisk	tanned	1.0
139.38	4.93	O-P+	1	1.134	slab	stew	glue	n/a
144.31	4.93	O+P+	1	1.401	hurled	slouch	curled	1.0
149.24	4.93	O-P-	1	0.983	strayed	pawn	carve	n/a
154.17	4.93	O-P-	1	1.107	toil	shrunk	hoist	n/a
163.1	4.85	control	1	0.991	700	500	300	n/a
167.95	4.85	control	1	0.921	700	300	300	2.0
172.8	4.85	control	1	0.8	500	300	700	n/a
177.65	4.85	control	1	0.848	700	300	500	n/a
182.5	4.85	control	1	0.996	300	500	500	2.0
187.35	4.85	control	1	0.957	300	700	300	1.0
192.2	4.85	control	1	0.881	300	700	500	n/a
197.05	4.85	control	0	1.28	500	300	500	1.0
201.9	4.85	control	1	0.994	700	500	500	2.0
206.75	4.85	control	1	0.805	500	700	500	1.0
215.6	4.93	O-P-	1	0.791	plum	wince	hick	n/a
220.53	4.93	O-P+	1	1.555	left	style	while	n/a
225.46	4.93	O+P+	1	1.579	thud	boom	stud	1.0
230.39	4.93	O-P+	1	2.024	lord	rush	ward	n/a
235.32	4.93	O-P+	1	1.617	line	fast	sign	n/a
240.25	4.93	O+P+	1	1.372	built	vote	note	2.0
245.18	4.93	O-P-	1	0.917	whim	skies	plush	n/a
250.11	4.93	O-P-	1	0.761	vents	swum	grail	n/a
255.04	4.93	O+P+	1	1.493	thank	gift	shift	2.0
259.97	4.93	O-P-	1	0.872	mine	stop	single	n/a
268.9	4.85	control	1	0.911	500	700	700	2.0
273.75	4.85	control	1	1.679	300	500	700	n/a
278.6	4.85	control	1	1.386	700	300	500	n/a
283.45	4.85	control	1	1.428	700	300	700	1.0
288.3	4.85	control	1	0.928	500	300	300	2.0
293.15	4.85	control	1	0.781	500	300	700	n/a
298.0	4.85	control	1	0.957	300	500	300	1.0
302.85	4.85	control	1	1.142	500	700	300	n/a
307.7	4.85	control	1	0.982	300	700	700	2.0
312.55	4.85	control	1	1.223	700	500	700	1.0
321.4	4.93	O-P-	1	0.745	lunge	tack	twelfth	n/a
326.33	4.93	O+P+	1	1.341	twin	moat	goat	2.0
331.26	4.93	O-P+	1	1.841	stub	coughed	loft	n/a
336.19	4.93	O-P+	1	1.596	clerk	house	work	n/a
341.12	4.93	O+P+	1	1.063	jeep	crown	sheep	1.0
346.05	4.93	O-P-	1	0.719	idle	dumb	grey	n/a
350.98	4.93	O-P-	1	1.222	scoff	bribe	splice	n/a
355.91	4.93	O+P+	1	1.185	squeeze	lump	freeze	1.0
360.84	4.93	O-P+	1	0.873	join	school	rule	n/a
365.77	4.93	O-P-	1	1.005	shrine	sting	probe	n/a
374.7	4.85	control	1	0.827	700	500	300	n/a
379.55	4.85	control	1	0.945	700	300	500	n/a
384.4	4.85	control	1	1.189	300	500	500	2.0
389.25	4.85	control	1	0.977	700	500	500	2.0
394.1	4.85	control	1	0.997	500	300	700	n/a
398.95	4.85	control	1	0.951	500	300	500	1.0
403.8	4.85	control	1	1.323	500	700	500	1.0
408.65	4.85	control	1	0.735	700	300	300	2.0
413.5	4.85	control	1	0.854	300	700	500	n/a
418.35	4.85	control	1	1.043	300	700	300	1.0
427.2	4.93	O-P-	1	0.666	baffle	whacked	grit	n/a
432.13	4.93	O-P+	0	1.996	strung	snort	quart	n/a
437.06	4.93	O-P-	1	0.817	storm	wire	guess	n/a
441.99	4.93	O+P+	1	1.385	loud	eighth	cloud	1.0
446.92	4.93	O-P-	1	0.733	lend	pill	quart	n/a
