onset	duration	trial_type	accuracy	response_time	stimA	stimB	stimC	match_posit
4.0	4.91	Grammatical	1	0.945	divers	were	floating	n/a
8.91	4.91	Ungrammatical	1	0.829	squirrels	has	sniff	n/a
13.82	4.91	Grammatical	1	0.676	buyers	can	rent	n/a
18.73	4.91	Ungrammatical	1	0.815	wolf	could	howling	n/a
23.64	4.91	Grammatical	1	0.721	salesman	is	loud	n/a
28.55	4.91	Ungrammatical	1	0.732	cousin	is	talk	n/a
33.46	4.91	Grammatical	1	0.671	witness	is	honest	n/a
38.37	4.91	Ungrammatical	1	0.734	librarians	can	accusing	n/a
43.28	4.91	Grammatical	1	0.75	fox	was	clever	n/a
48.19	4.91	Grammatical	1	0.899	collector	was	blamed	n/a
57.1	4.91	control	1	0.637	\ /	/ \	/ \	2.0
62.01	4.91	control	1	0.727	\ /	/ \	/ /	n/a
66.92	4.91	control	1	0.679	\ \	\ /	\ \	1.0
71.83	4.91	control	1	0.645	\ \	\ /	/ \	n/a
76.74	4.91	control	1	0.664	/ /	/ \	\ \	n/a
81.65	4.91	control	1	0.705	/ /	/ \	/ \	2.0
86.56	4.91	control	1	0.637	\ /	/ \	\ /	1.0
91.47	4.91	control	1	0.674	/ /	/ \	/ /	1.0
96.38	4.91	control	1	0.639	/ \	/ /	\ /	n/a
101.29	4.91	control	1	0.706	\ \	\ /	\ /	2.0
110.2	4.91	Grammatical	1	0.663	lion	was	chained	n/a
115.11	4.91	Ungrammatical	1	0.569	beavers	has	asleep	n/a
120.02	4.91	Ungrammatical	1	0.574	alligator	are	biting	n/a
124.93	4.91	Grammatical	1	0.722	snake	was	cornered	n/a
129.84	4.91	Grammatical	1	0.766	pilots	are	landing	n/a
134.75	4.91	Ungrammatical	1	0.68	wife	are	creative	n/a
139.66	4.91	Grammatical	1	0.702	weavers	could	knit	n/a
144.57	4.91	Grammatical	1	0.792	clowns	were	silly	n/a
149.48	4.91	Ungrammatical	1	0.892	players	were	change	n/a
154.39	4.91	Grammatical	1	0.646	ladies	were	helped	n/a
163.3	4.91	control	1	0.72	/ /	\ \	\ \	2.0
168.21	4.91	control	1	0.58	/ \	/ /	/ \	1.0
173.12	4.91	control	1	0.801	\ /	\ \	\ \	2.0
178.03	4.91	control	1	0.603	/ /	\ \	\ /	n/a
182.94	4.91	control	1	1.085	/ /	\ \	/ /	1.0
187.85	4.91	control	1	0.772	/ \	/ /	/ /	2.0
192.76	4.91	control	1	0.83	/ \	\ \	/ /	n/a
197.67	4.91	control	1	0.772	\ /	\ \	\ /	1.0
202.58	4.91	control	1	0.756	\ /	/ /	/ \	n/a
207.49	4.91	control	1	0.774	\ \	/ /	/ \	n/a
216.4	4.91	Grammatical	1	0.69	janitor	has	swept	n/a
221.31	4.91	Ungrammatical	1	0.843	grooms	could	nervous	n/a
226.22	4.91	Grammatical	1	0.803	soldiers	could	attack	n/a
