onset	duration	trial_type	accuracy	response_time	stimA	stimB	stimC	match_posit
4.0	4.93	O-P+	0	1.931	youth	bridge	truth	n/a
8.93	4.93	O-P+	0	1.896	june	term	firm	n/a
13.86	4.93	O+P+	1	1.577	hold	plant	cold	1.0
18.79	4.93	O-P-	1	1.165	client	flung	trick	n/a
23.72	4.93	O+P+	1	1.549	slept	cone	bone	2.0
28.65	4.93	O-P-	1	1.634	fight	look	show	n/a
33.58	4.93	O-P-	0	1.617	yelp	stirred	hilt	n/a
38.51	4.93	O+P+	1	1.628	wife	west	best	2.0
43.44	4.93	O-P-	1	1.151	flown	weave	latch	n/a
48.37	4.93	O-P+	0	2.013	beak	lance	sleek	n/a
57.3	4.85	control	1	1.531	500	700	700	2.0
62.15	4.85	control	1	1.827	300	700	700	2.0
67.0	4.85	control	1	1.487	300	500	700	n/a
71.85	4.85	control	1	1.499	300	500	300	1.0
76.7	4.85	control	1	1.546	500	300	700	n/a
81.55	4.85	control	1	1.212	700	300	700	1.0
86.4	4.85	control	1	1.184	500	700	300	n/a
91.25	4.85	control	1	1.526	500	300	300	2.0
96.1	4.85	control	0	2.443	700	300	500	n/a
100.95	4.85	control	1	2.366	700	500	700	1.0
109.8	4.93	O-P+	0	1.463	toys	lore	poise	n/a
114.73	4.93	O-P-	1	1.481	layer	scream	snap	n/a
119.66	4.93	O+P+	1	1.598	park	corn	born	2.0
124.59	4.93	O-P+	0	1.771	snug	froze	blows	n/a
129.52	4.93	O-P-	1	2.0	healed	reek	fling	n/a
134.45	4.93	O+P+	1	2.134	scanned	brisk	tanned	1.0
139.38	4.93	O-P+	1	2.401	slab	stew	glue	n/a
144.31	4.93	O+P+	1	2.003	hurled	slouch	curled	1.0
149.24	4.93	O-P-	1	1.441	strayed	pawn	carve	n/a
154.17	4.93	O-P-	1	2.212	toil	shrunk	hoist	n/a
163.1	4.85	control	1	1.687	700	500	300	n/a
167.95	4.85	control	1	1.734	700	300	300	2.0
172.8	4.85	control	1	1.796	500	300	700	n/a
177.65	4.85	control	1	1.311	700	300	500	n/a
182.5	4.85	control	1	1.779	300	500	500	2.0
187.35	4.85	control	1	1.746	300	700	300	1.0
192.2	4.85	control	1	1.497	300	700	500	n/a
197.05	4.85	control	1	1.418	500	300	500	1.0
201.9	4.85	control	1	1.565	700	500	500	2.0
206.75	4.85	control	0	1.563	500	700	500	1.0
215.6	4.93	O-P-	1	1.536	plum	wince	hick	n/a
220.53	4.93	O-P+	0	1.429	left	style	while	n/a
225.46	4.93	O+P+	0	1.403	thud	boom	stud	1.0
230.39	4.93	O-P+	1	1.904	lord	rush	ward	n/a
235.32	4.93	O-P+	0	1.536	line	fast	sign	n/a
240.25	4.93	O+P+	1	1.635	built	vote	note	2.0
245.18	4.93	O-P-	1	2.18	whim	skies	plush	n/a
250.11	4.93	O-P-	1	1.115	vents	swum	grail	n/a
255.04	4.93	O+P+	1	1.512	thank	gift	shift	2.0
259.97	4.93	O-P-	1	1.624	mine	stop	single	n/a
268.9	4.85	control	0	1.294	500	700	700	2.0
273.75	4.85	control	1	1.477	300	500	700	n/a
278.6	4.85	control	1	1.469	700	300	500	n/a
