onset	duration	trial_type	accuracy	response_time	stimA	stimB	stimC	match_posit
4.0	4.91	Grammatical	1	0.402	divers	were	floating	n/a
8.91	4.91	Ungrammatical	1	0.088	squirrels	has	sniff	n/a
13.82	4.91	Grammatical	1	0.59	buyers	can	rent	n/a
18.73	4.91	Ungrammatical	1	0.686	wolf	could	howling	n/a
23.64	4.91	Grammatical	1	0.616	salesman	is	loud	n/a
28.55	4.91	Ungrammatical	1	0.684	cousin	is	talk	n/a
33.46	4.91	Grammatical	1	0.79	witness	is	honest	n/a
38.37	4.91	Ungrammatical	1	0.72	librarians	can	accusing	n/a
43.28	4.91	Grammatical	1	0.821	fox	was	clever	n/a
48.19	4.91	Grammatical	1	0.646	collector	was	blamed	n/a
57.1	4.91	control	1	0.649	\ /	/ \	/ \	2.0
62.01	4.91	control	1	0.458	\ /	/ \	/ /	n/a
66.92	4.91	control	1	0.49	\ \	\ /	\ \	1.0
71.83	4.91	control	1	0.592	\ \	\ /	/ \	n/a
76.74	4.91	control	1	0.705	/ /	/ \	\ \	n/a
81.65	4.91	control	1	0.715	/ /	/ \	/ \	2.0
86.56	4.91	control	1	0.616	\ /	/ \	\ /	1.0
91.47	4.91	control	1	0.49	/ /	/ \	/ /	1.0
96.38	4.91	control	1	0.515	/ \	/ /	\ /	n/a
101.29	4.91	control	1	0.667	\ \	\ /	\ /	2.0
110.2	4.91	Grammatical	1	0.536	lion	was	chained	n/a
115.11	4.91	Ungrammatical	0	n/a	beavers	has	asleep	n/a
120.02	4.91	Ungrammatical	1	0.486	alligator	are	biting	n/a
124.93	4.91	Grammatical	1	0.481	snake	was	cornered	n/a
129.84	4.91	Grammatical	1	0.235	pilots	are	landing	n/a
134.75	4.91	Ungrammatical	1	0.099	wife	are	creative	n/a
139.66	4.91	Grammatical	1	0.554	weavers	could	knit	n/a
144.57	4.91	Grammatical	0	0.32	clowns	were	silly	n/a
149.48	4.91	Ungrammatical	1	0.747	players	were	change	n/a
154.39	4.91	Grammatical	1	1.021	ladies	were	helped	n/a
163.3	4.91	control	1	0.564	/ /	\ \	\ \	2.0
168.21	4.91	control	1	0.733	/ \	/ /	/ \	1.0
173.12	4.91	control	1	0.517	\ /	\ \	\ \	2.0
178.03	4.91	control	1	0.626	/ /	\ \	\ /	n/a
182.94	4.91	control	1	0.588	/ /	\ \	/ /	1.0
187.85	4.91	control	1	0.487	/ \	/ /	/ /	2.0
192.76	4.91	control	1	0.614	/ \	\ \	/ /	n/a
197.67	4.91	control	1	0.639	\ /	\ \	\ /	1.0
202.58	4.91	control	1	0.745	\ /	/ /	/ \	n/a
207.49	4.91	control	1	0.443	\ \	/ /	/ \	n/a
216.4	4.91	Grammatical	1	0.734	janitor	has	swept	n/a
221.31	4.91	Ungrammatical	1	0.697	grooms	could	nervous	n/a
226.22	4.91	Grammatical	1	0.598	soldiers	could	attack	n/a
231.13	4.91	Ungrammatical	1	0.125	generals	was	tripping	n/a
236.04	4.91	Ungrammatical	1	0.746	voters	was	cheering	n/a
240.95	4.91	Grammatical	1	0.416	toad	could	jump	n/a
245.86	4.91	Grammatical	1	0.575	director	can	watch	n/a
250.77	4.91	Ungrammatical	1	0.897	cooks	have	tasting	n/a
255.68	4.91	Grammatical	1	0.525	musician	can	tune	n/a
260.59	4.91	Grammatical	1	0.621	rats	were	climbing	n/a
269.5	4.91	control	1	0.532	\ \	/ /	/ /	2.0
274.41	4.91	control	1	0.527	/ /	/ \	\ \	n/a
279.32	4.91	control	1	0.778	/ /	\ /	/ \	n/a
284.23	4.91	control	1	0.452	/ /	\ /	/ /	1.0
289.14	4.91	control	1	0.531	/ \	\ \	/ \	1.0
294.05	4.91	control	1	0.578	/ /	\ /	\ /	2.0
298.96	4.91	control	1	0.525	/ \	\ \	\ \	2.0
303.87	4.91	control	1	0.493	\ /	/ \	/ /	n/a
308.78	4.91	control	1	0.51	\ \	/ /	\ \	1.0
313.69	4.91	control	1	0.599	\ \	/ \	/ /	n/a
322.6	4.91	Grammatical	1	0.526	turkey	was	roasted	n/a
327.51	4.91	Grammatical	1	0.822	dove	has	perched	n/a
332.42	4.91	Ungrammatical	1	0.59	horses	have	fast	n/a
337.33	4.91	Ungrammatical	1	0.782	manager	could	serious	n/a
342.24	4.91	Grammatical	1	0.496	detectives	are	surprised	n/a
347.15	4.91	Ungrammatical	1	0.664	nephew	has	lazy	n/a
352.06	4.91	Grammatical	1	0.558	maids	can	serve	n/a
356.97	4.91	Ungrammatical	1	0.158	vets	is	examine	n/a
361.88	4.91	Grammatical	1	0.382	cat	can	drink	n/a
366.79	4.91	Grammatical	1	0.614	sisters	are	smiling	n/a
375.7	4.91	control	1	0.438	\ \	\ /	/ \	n/a
380.61	4.91	control	1	0.773	\ \	/ \	\ \	1.0
385.52	4.91	control	1	0.588	/ \	\ /	\ /	2.0
390.43	4.91	control	1	0.627	\ /	/ /	\ /	1.0
395.34	4.91	control	1	0.491	\ /	/ /	/ /	2.0
400.25	4.91	control	1	0.619	/ \	/ /	\ /	n/a
405.16	4.91	control	1	0.458	\ \	/ /	\ /	n/a
410.07	4.91	control	1	0.51	\ \	/ \	/ \	2.0
414.98	4.91	control	1	0.415	/ \	\ /	/ \	1.0
419.89	4.91	control	1	0.381	/ /	\ \	\ /	n/a
428.8	4.91	Grammatical	1	0.584	pig	is	snorting	n/a
433.71	4.91	Grammatical	1	0.442	builders	are	strong	n/a
438.62	4.91	Ungrammatical	1	0.472	experts	are	test	n/a
443.53	4.91	Grammatical	1	0.575	riders	are	exercising	n/a
448.44	4.91	Grammatical	1	0.474	coach	can	win	n/a
453.35	4.91	Grammatical	1	0.582	gardeners	are	digging	n/a
458.26	4.91	Ungrammatical	1	0.63	uncle	had	learning	n/a
463.17	4.91	Grammatical	1	0.608	strangers	were	chosen	n/a
468.08	4.91	Ungrammatical	1	0.74	turtles	was	hide	n/a
472.99	4.91	Ungrammatical	1	1.067	boxer	has	punching	n/a
481.9	4.91	control	1	0.608	/ /	/ \	/ /	1.0
486.81	4.91	control	1	0.557	\ \	/ \	\ /	n/a
491.72	4.91	control	1	0.467	\ \	\ /	\ \	1.0
496.63	4.91	control	1	0.54	\ /	\ \	\ \	2.0
501.54	4.91	control	0	1.16	/ \	\ \	/ \	1.0
506.45	4.91	control	1	0.457	/ \	/ /	/ /	2.0
511.36	4.91	control	1	0.627	/ /	\ /	\ \	n/a
516.27	4.91	control	1	0.616	\ /	/ /	\ \	n/a
521.18	4.91	control	1	0.536	\ \	/ \	/ \	2.0
526.09	4.91	control	1	0.609	/ \	\ \	/ /	n/a
