onset	duration	trial_type	accuracy	response_time	stimA	stimB	stimC	match_posit
4.0	4.93	Grammatical	1	2.043	sheep	are	counted	n/a
8.93	4.93	Ungrammatical	1	0.892	athlete	are	stretch	n/a
13.86	4.93	Ungrammatical	1	1.137	foxes	had	clever	n/a
18.79	4.93	Grammatical	1	1.212	shopper	is	jealous	n/a
23.72	4.93	Grammatical	1	1.205	bulls	were	huffing	n/a
28.65	4.93	Ungrammatical	1	1.246	brides	was	return	n/a
33.58	4.93	Grammatical	1	1.151	knights	were	fighting	n/a
38.51	4.93	Ungrammatical	1	1.267	customer	has	guessing	n/a
43.44	4.93	Grammatical	1	1.274	visitors	have	gathered	n/a
48.37	4.93	Grammatical	1	1.284	singer	is	praised	n/a
57.3	4.85	control	1	1.18	500	700	700	2.0
62.15	4.85	control	1	1.027	700	300	700	1.0
67.0	4.85	control	1	1.141	500	700	300	n/a
71.85	4.85	control	1	1.182	300	500	700	n/a
76.7	4.85	control	1	1.143	300	700	700	2.0
81.55	4.85	control	1	1.145	700	500	700	1.0
86.4	4.85	control	1	1.533	700	300	500	n/a
91.25	4.85	control	1	1.096	300	500	300	1.0
96.1	4.85	control	1	1.364	500	300	700	n/a
100.95	4.85	control	1	1.075	500	300	300	2.0
109.8	4.93	Ungrammatical	1	1.491	police	can	searched	n/a
114.73	4.93	Grammatical	1	1.4	principals	have	agreed	n/a
119.66	4.93	Ungrammatical	1	1.226	rabbits	could	hopped	n/a
124.59	4.93	Grammatical	1	1.688	player	has	changed	n/a
129.52	4.93	Grammatical	1	1.266	scientists	are	trained	n/a
134.45	4.93	Grammatical	1	1.18	general	had	tripped	n/a
139.38	4.93	Ungrammatical	1	1.702	directors	is	watched	n/a
144.31	4.93	Grammatical	1	1.084	runner	could	jog	n/a
149.24	4.93	Grammatical	1	1.311	librarian	is	accused	n/a
154.17	4.93	Ungrammatical	1	1.711	painters	could	phoning	n/a
163.1	4.85	control	1	1.253	700	500	500	2.0
167.95	4.85	control	1	1.58	300	700	300	1.0
172.8	4.85	control	1	1.245	300	500	500	2.0
177.65	4.85	control	0	1.463	700	500	300	n/a
182.5	4.85	control	1	1.079	500	700	500	1.0
187.35	4.85	control	1	1.118	700	300	300	2.0
192.2	4.85	control	1	1.172	700	300	500	n/a
197.05	4.85	control	1	1.136	500	300	500	1.0
201.9	4.85	control	1	1.117	300	700	500	n/a
206.75	4.85	control	1	0.998	500	300	700	n/a
215.6	4.93	Grammatical	1	1.539	partners	were	afraid	n/a
220.53	4.93	Grammatical	1	1.604	hero	was	struggling	n/a
225.46	4.93	Ungrammatical	1	1.277	musicians	have	tuning	n/a
230.39	4.93	Ungrammatical	1	2.115	toads	was	jumping	n/a
235.32	4.93	Grammatical	1	1.18	mother	was	answering	n/a
240.25	4.93	Ungrammatical	1	1.184	lions	can	chaining	n/a
245.18	4.93	Grammatical	1	1.861	bullies	had	argued	n/a
