onset	duration	trial_type	accuracy	response_time	stimA	stimB	stimC	match_posit
4.0	4.93	Related	1	1.518	unfit	checkers	chess	2.0
8.93	4.93	Unrelated	1	1.638	ready	trade	square	n/a
13.86	4.93	Related	1	1.106	mom	saturn	dad	1.0
18.79	4.93	Related	1	1.061	thankful	algae	fungus	2.0
23.72	4.93	Unrelated	1	1.478	forgave	glide	maiden	n/a
28.65	4.93	Related	1	0.875	quack	ivy	duck	1.0
33.58	4.93	Related	1	0.955	skunk	cuff	stink	1.0
38.51	4.93	Unrelated	1	1.517	gently	tube	ceiling	n/a
43.44	4.93	Unrelated	1	1.048	weep	charcoal	dice	n/a
48.37	4.93	Related	0	1.875	fit	murder	kill	2.0
57.3	4.85	control	1	1.059	700	500	700	1.0
62.15	4.85	control	1	1.175	500	700	700	2.0
67.0	4.85	control	1	1.229	500	700	300	n/a
71.85	4.85	control	1	1.007	300	500	300	1.0
76.7	4.85	control	1	1.493	700	300	500	n/a
81.55	4.85	control	1	1.055	500	300	700	n/a
86.4	4.85	control	1	1.119	700	300	700	1.0
91.25	4.85	control	1	1.239	300	500	700	n/a
96.1	4.85	control	1	1.288	300	700	700	2.0
100.95	4.85	control	1	1.146	500	300	300	2.0
109.8	4.93	Unrelated	1	1.364	dessert	stir	bony	n/a
114.73	4.93	Related	1	0.871	ape	beaver	monkey	1.0
119.66	4.93	Related	1	1.884	rack	cologne	perfume	2.0
124.59	4.93	Unrelated	1	1.2	lion	steam	gap	n/a
129.52	4.93	Related	1	2.411	turn	love	hate	2.0
134.45	4.93	Unrelated	1	1.322	plug	select	belly	n/a
139.38	4.93	Related	1	1.156	dish	fancy	plate	1.0
144.31	4.93	Unrelated	1	1.305	june	lord	oil	n/a
149.24	4.93	Related	1	0.908	sunny	pepper	cloudy	1.0
154.17	4.93	Related	1	1.242	cooling	teach	learn	2.0
163.1	4.85	control	1	1.016	500	300	700	n/a
167.95	4.85	control	1	1.005	300	500	500	2.0
172.8	4.85	control	1	1.161	500	300	500	1.0
177.65	4.85	control	0	1.367	700	500	300	n/a
182.5	4.85	control	1	1.028	700	500	500	2.0
187.35	4.85	control	1	1.045	700	300	300	2.0
192.2	4.85	control	1	0.994	500	700	500	1.0
