onset	duration	trial_type	accuracy	response_time	stimA	stimB	stimC	match_posit
4.0	4.91	Unrelated	1	1.452	gravel	pants	turkey	n/a
8.91	4.91	Related	1	1.982	driver	silent	quiet	2.0
13.82	4.91	Related	1	1.895	tag	sock	shoe	2.0
18.73	4.91	Unrelated	1	2.102	able	mother	party	n/a
23.64	4.91	Related	1	2.245	throw	weapon	catch	1.0
28.55	4.91	Related	1	2.237	tablet	seafood	shrimp	2.0
33.46	4.91	Related	1	1.895	question	behind	answer	1.0
38.37	4.91	Unrelated	1	2.678	club	paid	thinking	n/a
43.28	4.91	Related	1	1.793	syrup	flown	pancakes	1.0
48.19	4.91	Unrelated	1	2.508	nursery	curtain	roar	n/a
57.1	4.91	control	1	1.608	\ /	/ \	\ /	1.0
62.01	4.91	control	1	1.305	\ /	/ \	/ \	2.0
66.92	4.91	control	1	1.295	\ \	\ /	/ \	n/a
71.83	4.91	control	1	1.202	/ /	/ \	/ /	1.0
76.74	4.91	control	1	2.103	\ /	/ \	/ /	n/a
81.65	4.91	control	1	2.121	/ \	/ /	\ /	n/a
86.56	4.91	control	1	1.261	\ \	\ /	\ \	1.0
91.47	4.91	control	1	1.452	/ /	/ \	\ \	n/a
96.38	4.91	control	1	1.89	/ /	/ \	/ \	2.0
101.29	4.91	control	1	2.09	\ \	\ /	\ /	2.0
110.2	4.91	Related	1	1.816	dog	vote	cat	1.0
115.11	4.91	Related	1	1.644	razor	drag	blade	1.0
120.02	4.91	Unrelated	1	2.206	choppy	bandit	thorn	n/a
124.93	4.91	Related	1	2.111	finish	recall	end	1.0
129.84	4.91	Unrelated	1	2.197	chunk	hoof	stitch	n/a
134.75	4.91	Unrelated	1	1.637	roller	kettle	chalk	n/a
139.66	4.91	Related	1	1.503	peanut	oyster	clam	2.0
144.57	4.91	Unrelated	1	1.162	stream	guy	rear	n/a
149.48	4.91	Related	1	2.607	priest	sketch	draw	2.0
154.39	4.91	Related	1	1.005	stinging	washer	dryer	2.0
163.3	4.91	control	1	1.04	\ \	/ /	/ \	n/a
168.21	4.91	control	1	1.975	\ /	\ \	\ \	2.0
173.12	4.91	control	1	1.223	\ /	\ \	\ /	1.0
178.03	4.91	control	1	1.408	/ /	\ \	\ /	n/a
182.94	4.91	control	1	1.753	/ /	\ \	\ \	2.0
187.85	4.91	control	1	1.583	/ \	/ /	/ /	2.0
192.76	4.91	control	1	1.065	/ /	\ \	/ /	1.0
197.67	4.91	control	1	1.231	/ \	/ /	/ \	1.0
202.58	4.91	control	1	1.49	/ \	\ \	/ /	n/a
207.49	4.91	control	1	1.989	\ /	/ /	/ \	n/a
216.4	4.91	Related	1	1.801	tenth	circus	clown	2.0
221.31	4.91	Unrelated	1	1.241	blanket	cried	split	n/a
226.22	4.91	Related	1	2.03	dipping	smudge	smear	2.0
231.13	4.91	Unrelated	1	2.633	wing	hunter	lemon	n/a
236.04	4.91	Related	1	2.022	rib	jello	pudding	2.0
240.95	4.91	Related	0	2.226	server	flashy	waiter	1.0
245.86	4.91	Related	1	2.008	dime	fuss	nickel	1.0
250.77	4.91	Unrelated	1	1.507	pillow	bounce	grinding	n/a
255.68	4.91	Related	1	1.365	left	got	right	1.0
260.59	4.91	Unrelated	1	2.314	cream	pipe	grip	n/a
269.5	4.91	control	1	1.232	/ \	\ \	\ \	2.0
274.41	4.91	control	1	1.804	/ /	\ /	/ \	n/a
279.32	4.91	control	1	0.962	/ /	/ \	\ \	n/a
284.23	4.91	control	1	0.822	\ \	/ /	\ \	1.0
289.14	4.91	control	1	1.045	\ \	/ /	/ /	2.0
294.05	4.91	control	1	1.797	/ /	\ /	\ /	2.0
298.96	4.91	control	1	1.998	\ /	/ \	/ /	n/a
303.87	4.91	control	1	2.446	/ \	\ \	/ \	1.0
308.78	4.91	control	1	1.454	/ /	\ /	/ /	1.0
313.69	4.91	control	0	1.123	\ \	/ \	/ /	n/a
322.6	4.91	Related	1	1.873	yours	arrive	mine	1.0
327.51	4.91	Unrelated	1	1.358	took	system	head	n/a
332.42	4.91	Related	1	1.494	how	little	big	2.0
337.33	4.91	Unrelated	1	1.519	scar	mister	tunnel	n/a
342.24	4.91	Unrelated	1	1.873	rich	store	pointed	n/a
347.15	4.91	Related	1	1.828	angle	achieve	goal	2.0
352.06	4.91	Related	1	1.389	racket	stealth	tennis	1.0
356.97	4.91	Unrelated	1	1.925	tangle	pretend	barker	n/a
361.88	4.91	Related	1	2.159	glue	lifting	sticky	1.0
366.79	4.91	Related	1	1.713	bush	thunder	lightning	2.0
375.7	4.91	control	1	1.909	\ \	\ /	/ \	n/a
380.61	4.91	control	1	1.251	/ \	\ /	\ /	2.0
385.52	4.91	control	1	2.499	/ \	/ /	\ /	n/a
390.43	4.91	control	1	1.626	\ /	/ /	\ /	1.0
395.34	4.91	control	1	1.211	\ \	/ \	/ \	2.0
400.25	4.91	control	1	1.928	\ \	/ /	\ /	n/a
405.16	4.91	control	1	0.935	\ \	/ \	\ \	1.0
410.07	4.91	control	1	1.293	/ \	\ /	/ \	1.0
414.98	4.91	control	1	0.949	\ /	/ /	/ /	2.0
419.89	4.91	control	1	2.376	/ /	\ \	\ /	n/a
428.8	4.91	Related	1	1.815	lend	instinct	borrow	1.0
433.71	4.91	Unrelated	1	2.137	hearing	formed	bottle	n/a
438.62	4.91	Related	1	2.258	mask	cheese	cracker	2.0
443.53	4.91	Related	1	1.707	plenty	motion	movement	2.0
448.44	4.91	Related	1	2.355	cow	silver	gold	2.0
453.35	4.91	Unrelated	1	2.132	tilting	jewel	moan	n/a
458.26	4.91	Unrelated	1	2.518	corn	pencil	blame	n/a
463.17	4.91	Related	1	1.742	thin	jack	fat	1.0
468.08	4.91	Unrelated	1	1.506	starter	pigeon	gamble	n/a
472.99	4.91	Related	1	2.166	temper	deaf	tantrum	1.0
481.9	4.91	control	1	1.774	/ \	/ /	/ /	2.0
486.81	4.91	control	1	1.122	\ \	/ \	/ \	2.0
491.72	4.91	control	1	1.318	\ \	/ \	\ /	n/a
496.63	4.91	control	1	1.862	/ /	/ \	/ /	1.0
501.54	4.91	control	1	0.924	\ /	\ \	\ \	2.0
506.45	4.91	control	1	2.059	\ /	/ /	\ \	n/a
511.36	4.91	control	1	2.203	/ \	\ \	/ /	n/a
516.27	4.91	control	1	2.298	/ \	\ \	/ \	1.0
521.18	4.91	control	1	1.684	\ \	\ /	\ \	1.0
526.09	4.91	control	1	1.205	/ /	\ /	\ \	n/a
