onset	duration	trial_type	accuracy	response_time	stimA	stimB	stimC	match_posit
4.0	4.91	Grammatical	1	0.733	divers	were	floating	n/a
8.91	4.91	Ungrammatical	1	0.391	squirrels	has	sniff	n/a
13.82	4.91	Grammatical	1	0.698	buyers	can	rent	n/a
18.73	4.91	Ungrammatical	1	0.771	wolf	could	howling	n/a
23.64	4.91	Grammatical	1	0.527	salesman	is	loud	n/a
28.55	4.91	Ungrammatical	1	0.609	cousin	is	talk	n/a
33.46	4.91	Grammatical	1	0.567	witness	is	honest	n/a
38.37	4.91	Ungrammatical	1	0.635	librarians	can	accusing	n/a
43.28	4.91	Grammatical	1	0.644	fox	was	clever	n/a
48.19	4.91	Grammatical	1	0.522	collector	was	blamed	n/a
57.1	4.91	control	1	0.483	\ /	/ \	/ \	2.0
62.01	4.91	control	1	0.562	\ /	/ \	/ /	n/a
66.92	4.91	control	1	0.495	\ \	\ /	\ \	1.0
71.83	4.91	control	1	0.692	\ \	\ /	/ \	n/a
76.74	4.91	control	0	0.628	/ /	/ \	\ \	n/a
81.65	4.91	control	1	0.894	/ /	/ \	/ \	2.0
86.56	4.91	control	1	0.703	\ /	/ \	\ /	1.0
91.47	4.91	control	1	0.554	/ /	/ \	/ /	1.0
96.38	4.91	control	1	0.573	/ \	/ /	\ /	n/a
101.29	4.91	control	1	0.616	\ \	\ /	\ /	2.0
110.2	4.91	Grammatical	1	0.678	lion	was	chained	n/a
115.11	4.91	Ungrammatical	1	0.346	beavers	has	asleep	n/a
120.02	4.91	Ungrammatical	1	0.394	alligator	are	biting	n/a
124.93	4.91	Grammatical	1	0.621	snake	was	cornered	n/a
129.84	4.91	Grammatical	1	0.608	pilots	are	landing	n/a
134.75	4.91	Ungrammatical	1	0.362	wife	are	creative	n/a
139.66	4.91	Grammatical	1	0.527	weavers	could	knit	n/a
144.57	4.91	Grammatical	1	0.532	clowns	were	silly	n/a
149.48	4.91	Ungrammatical	1	0.602	players	were	change	n/a
154.39	4.91	Grammatical	1	0.735	ladies	were	helped	n/a
163.3	4.91	control	1	0.466	/ /	\ \	\ \	2.0
168.21	4.91	control	1	0.513	/ \	/ /	/ \	1.0
173.12	4.91	control	1	0.553	\ /	\ \	\ \	2.0
178.03	4.91	control	1	0.484	/ /	\ \	\ /	n/a
182.94	4.91	control	1	0.468	/ /	\ \	/ /	1.0
187.85	4.91	control	1	0.641	/ \	/ /	/ /	2.0
192.76	4.91	control	1	0.603	/ \	\ \	/ /	n/a
197.67	4.91	control	1	0.623	\ /	\ \	\ /	1.0
202.58	4.91	control	1	0.705	\ /	/ /	/ \	n/a
207.49	4.91	control	1	0.56	\ \	/ /	/ \	n/a
216.4	4.91	Grammatical	1	0.636	janitor	has	swept	n/a
221.31	4.91	Ungrammatical	1	0.621	grooms	could	nervous	n/a
226.22	4.91	Grammatical	1	0.561	soldiers	could	attack	n/a
231.13	4.91	Ungrammatical	1	0.398	generals	was	tripping	n/a
236.04	4.91	Ungrammatical	1	0.35	voters	was	cheering	n/a
240.95	4.91	Grammatical	1	0.402	toad	could	jump	n/a
245.86	4.91	Grammatical	1	0.563	director	can	watch	n/a
250.77	4.91	Ungrammatical	1	0.666	cooks	have	tasting	n/a
255.68	4.91	Grammatical	1	0.555	musician	can	tune	n/a
260.59	4.91	Grammatical	1	0.67	rats	were	climbing	n/a
269.5	4.91	control	1	0.573	\ \	/ /	/ /	2.0
274.41	4.91	control	1	0.515	/ /	/ \	\ \	n/a
279.32	4.91	control	1	0.741	/ /	\ /	/ \	n/a
284.23	4.91	control	1	0.675	/ /	\ /	/ /	1.0
289.14	4.91	control	1	0.443	/ \	\ \	/ \	1.0
294.05	4.91	control	1	0.552	/ /	\ /	\ /	2.0
298.96	4.91	control	1	0.518	/ \	\ \	\ \	2.0
303.87	4.91	control	1	0.511	\ /	/ \	/ /	n/a
308.78	4.91	control	1	0.427	\ \	/ /	\ \	1.0
313.69	4.91	control	1	0.57	\ \	/ \	/ /	n/a
322.6	4.91	Grammatical	1	0.639	turkey	was	roasted	n/a
327.51	4.91	Grammatical	1	0.796	dove	has	perched	n/a
332.42	4.91	Ungrammatical	1	0.671	horses	have	fast	n/a
