onset	duration	trial_type	accuracy	response_time	stimA	stimB	stimC	match_posit
4.0	4.91	O-P+	1	1.863	stressed	spittle	jest	1.0
8.91	4.91	O-P-	1	1.075	shows	seep	pledge	n/a
13.82	4.91	O+P+	1	1.007	huddle	stung	rung	2.0
18.73	4.91	O-P-	1	1.731	bath	cope	leads	n/a
23.64	4.91	O-P+	1	1.009	quote	shut	throat	1.0
28.55	4.91	O-P+	1	0.847	dance	curve	serve	2.0
33.46	4.91	O-P-	1	0.912	ought	pace	king	n/a
38.37	4.91	O+P+	1	1.351	free	took	three	1.0
43.28	4.91	O+P+	1	0.957	hoop	weave	heave	2.0
48.19	4.91	O-P-	1	0.859	debt	gaze	grill	n/a
57.1	4.91	control	1	0.859	/ /	/ \	\ \	n/a
62.01	4.91	control	1	0.935	\ \	\ /	/ \	n/a
66.92	4.91	control	1	0.978	/ /	/ \	/ /	1.0
71.83	4.91	control	1	1.012	\ /	/ \	/ /	n/a
76.74	4.91	control	1	0.926	\ \	\ /	\ /	2.0
81.65	4.91	control	1	0.674	\ /	/ \	\ /	1.0
86.56	4.91	control	1	0.831	\ \	\ /	\ \	1.0
91.47	4.91	control	1	0.712	/ /	/ \	/ \	2.0
96.38	4.91	control	1	0.923	\ /	/ \	/ \	2.0
101.29	4.91	control	1	1.16	/ \	/ /	\ /	n/a
110.2	4.91	O+P+	1	0.933	blooms	prank	grooms	1.0
115.11	4.91	O-P-	1	1.064	mild	weep	drag	n/a
120.02	4.91	O-P-	1	0.842	people	girl	what	n/a
124.93	4.91	O+P+	1	1.327	wrong	round	ground	2.0
129.84	4.91	O-P+	1	0.862	clip	weed	plead	2.0
134.75	4.91	O-P-	1	0.957	shine	skip	cute	n/a
139.66	4.91	O-P-	1	1.698	town	gain	five	n/a
144.57	4.91	O-P+	1	1.248	throats	startle	quotes	1.0
149.48	4.91	O+P+	1	1.028	malt	coin	halt	1.0
154.39	4.91	O-P+	1	0.916	broth	sneer	smear	2.0
163.3	4.91	control	1	0.868	/ \	/ /	/ \	1.0
168.21	4.91	control	1	0.808	\ /	\ \	\ \	2.0
173.12	4.91	control	1	1.433	\ /	\ \	\ /	1.0
178.03	4.91	control	1	0.949	/ \	\ \	/ /	n/a
182.94	4.91	control	1	0.804	/ /	\ \	/ /	1.0
187.85	4.91	control	1	1.287	/ /	\ \	\ /	n/a
192.76	4.91	control	1	1.321	/ /	\ \	\ \	2.0
197.67	4.91	control	1	0.857	\ /	/ /	/ \	n/a
202.58	4.91	control	1	0.723	\ \	/ /	/ \	n/a
207.49	4.91	control	1	1.249	/ \	/ /	/ /	2.0
216.4	4.91	O+P+	1	1.386	squash	stacked	hacked	2.0
221.31	4.91	O-P-	1	0.758	wharf	gleam	dell	n/a
226.22	4.91	O+P+	1	1.111	black	fish	track	1.0
231.13	4.91	O+P+	1	1.246	book	floor	door	2.0
236.04	4.91	O-P+	1	1.022	clause	geese	niece	2.0
240.95	4.91	O-P-	1	1.053	blitz	vault	dump	n/a
245.86	4.91	O-P-	1	0.93	trait	vine	trance	n/a
250.77	4.91	O-P+	1	0.848	swirl	knit	pearl	1.0
255.68	4.91	O-P+	1	0.855	touch	than	such	1.0
260.59	4.91	O-P-	1	1.097	glade	clips	scrape	n/a
269.5	4.91	control	1	0.727	/ /	\ /	/ /	1.0
274.41	4.91	control	1	0.859	/ /	/ \	\ \	n/a
279.32	4.91	control	1	0.861	\ \	/ \	/ /	n/a
284.23	4.91	control	1	1.006	/ \	\ \	\ \	2.0
289.14	4.91	control	1	1.296	/ /	\ /	\ /	2.0
294.05	4.91	control	1	0.834	/ /	\ /	/ \	n/a
298.96	4.91	control	1	0.637	\ \	/ /	\ \	1.0
303.87	4.91	control	1	1.118	\ /	/ \	/ /	n/a
308.78	4.91	control	1	0.953	\ \	/ /	/ /	2.0
313.69	4.91	control	1	0.883	/ \	\ \	/ \	1.0
322.6	4.91	O-P-	1	0.982	crop	stall	gulf	n/a
